"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"5714",38795,10887,29998,40878,8009.2001953125,21940,46404,8882,15816,40979,10226,18538,"1","1","1","2.2","2.2","2.2","62.757","0","5.0931","2","Q9NP74","Q9NP74","Palmdelphin","PALMD","5880","Q9NP74","PALMD"
"5715",88989,133080,131520,73285,101470,116540,106700,133350,104120,80592,117350,129960,"2","2","2","14.4","14.4","14.4","22.574","0","15.128","3","Q9NP77","Q9NP77","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72","5881","Q9NP77","SSU72"
"5716",466480,555750,610460,435730,539270,546910,560010,644180,603210,500820,645730,589470,"9","9","9","36.8","36.8","36.8","33.879","0","63.865","12","Q9NP79","Q9NP79","Vacuolar protein sorting-associated protein VTA1 homolog","VTA1","5882","Q9NP79","VTA1"
"5717",236420,633500,679810,252970,513780,545700,360270,563960,588830,284880,500840,550350,"11","11","11","31.5","31.5","31.5","58.282","0","82.67","12","Q9NP81","Q9NP81","Serine--tRNA ligase, mitochondrial","SARS2","5883","Q9NP81","SARS2"
"5718",50130,36413,55749,37412,28512,43122,46579,38463,53800,39655,31919,49454,"1","1","1","17.1","17.1","17.1","13.911","0","25.112","2","Q9NP84","Q9NP84","Tumor necrosis factor receptor superfamily member 12A","TNFRSF12A","5884","Q9NP84","TNFRSF12A"
"5719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","5.9","5.9","5.9","54.815","0","4.2548","1","Q9NP87","Q9NP87","DNA-directed DNA/RNA polymerase mu","POLM","5885","Q9NP87","POLM"
"5720",447480,742830,942930,407200,687580,822640,589650,665540,754220,474890,615630,847960,"7","7","7","24.4","24.4","24.4","50.364","0","32.533","14","Q9NP92","Q9NP92","28S ribosomal protein S30, mitochondrial","MRPS30","5886","Q9NP92","MRPS30"
"5721",430200,486770,572450,376020,426140,410760,519520,510870,542160,515220,415180,501630,"6","6","6","64.6","64.6","64.6","10.921","0","49.149","11","Q9NP97;Q8TF09","Q9NP97;Q8TF09","Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2","DYNLRB1;DYNLRB2","5887","Q9NP97","DYNLRB1"
"5722",334700,458310,473730,302090,366690,331100,343900,410920,384630,335480,323810,364970,"4","4","4","26.9","26.9","26.9","26.47","0","50.615","8","Q9NPA0","Q9NPA0","ER membrane protein complex subunit 7","EMC7","5888","Q9NPA0","EMC7"
"5723",83763,140120,182710,75868,125240,127190,102860,141820,116090,91986,115050,130960,"1","1","1","16.8","16.8","16.8","11.528","0","3.0241","1","Q9NPA8","Q9NPA8","Transcription and mRNA export factor ENY2","ENY2","5889","Q9NPA8","ENY2"
"5724",43597,72613,82904,36158,52504,54287,47494,77313,69551,51727,62536,64241,"1","1","1","13.1","13.1","13.1","20.163","0","32.535","2","Q9NPB0","Q9NPB0","SAYSvFN domain-containing protein 1","SAYSD1","5890","Q9NPB0","SAYSD1"
"5725",4336.2001953125,6547.39990234375,7372.7001953125,3881,6459.2998046875,8227.900390625,4317,11393,4450.7001953125,3923.80004882813,7980.60009765625,7486.39990234375,"1","1","1","1.5","1.5","1.5","76.034","0","5.3895","1","Q9NPB8","Q9NPB8","Glycerophosphocholine phosphodiesterase GPCPD1","GPCPD1","5891","Q9NPB8","GPCPD1"
"5726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","8.9","8.9","8.9","39.913","0","15.702","1","Q9NPB9","Q9NPB9","Atypical chemokine receptor 4","ACKR4","5892","Q9NPB9","ACKR4"
"5727",260400,511320,561450,291110,499810,513670,343420,512730,469720,318390,456630,501040,"7","7","6","38.8","38.8","32.2","26.383","0","68.774","16","Q9NPD3","Q9NPD3","Exosome complex component RRP41","EXOSC4","5893","Q9NPD3","EXOSC4"
"5728",88378,201670,212530,78685,163310,167080,103990,217140,203660,100490,178890,195080,"1","1","1","17.2","17.2","17.2","7.7059","0.00062325","1.7344","2","Q9NPE3","Q9NPE3","H/ACA ribonucleoprotein complex subunit 3","NOP10","5894","Q9NPE3","NOP10"
"5729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","8.5","8.5","8.5","28.991","0.0033313","1.3419","2","Q9NPF0","Q9NPF0","CD320 antigen","CD320","5895","Q9NPF0","CD320"
"5730",35041,71301,97231,34678,50727,64647,54814,84945,76303,48930,63100,79175,"4","4","4","17","17","17","36.426","0","38.901","8","Q9NPF4","Q9NPF4","Probable tRNA N6-adenosine threonylcarbamoyltransferase","OSGEP","5896","Q9NPF4","OSGEP"
"5731",12444,22612,23129,10318,16077,17719,15700,23066,20134,12976,17380,19333,"1","1","1","3.9","3.9","3.9","52.992","0.0095602","1.0052","1","Q9NPF5","Q9NPF5","DNA methyltransferase 1-associated protein 1","DMAP1","5897","Q9NPF5","DMAP1"
"5732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.1","1.1","1.1","121.52","0.0045276","1.2819","0","Q9NPG3","Q9NPG3","Ubinuclein-1","UBN1","5898","Q9NPG3","UBN1"
"5733",150910,90105,66020,129190,82344,67287,135910,76463,62739,138530,68493,73949,"1","1","1","2.3","2.3","2.3","61.067","0.0010783","1.5596","1","Q9NPH2","Q9NPH2","Inositol-3-phosphate synthase 1","ISYNA1","5899","Q9NPH2","ISYNA1"
"5734",709.909973144531,2866.89990234375,6482.89990234375,3256.30004882813,4660,5655.2998046875,2097.19995117188,8143.60009765625,10207,3427.80004882813,8317.099609375,8631.599609375,"5","5","5","4.9","4.9","4.9","65.418","0","323.31","2","Q9NPH3","Q9NPH3","Interleukin-1 receptor accessory protein","IL1RAP","5900","Q9NPH3","IL1RAP"
"5735",14060,39793,37079,8084.2998046875,35691,26306,19294,38785,38291,23482,34658,33305,"1","1","1","2.6","2.6","2.6","74.138","0","11.41","2","Q9NPI1","Q9NPI1","Bromodomain-containing protein 7","BRD7","5901","Q9NPI1","BRD7"
"5736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","6.4","6.4","6.4","63.278","0","49.024","0","Q9NPI6","Q9NPI6","mRNA-decapping enzyme 1A","DCP1A","5902","Q9NPI6","DCP1A"
"5737",332610,457660,501010,317890,432980,496700,453930,509020,532320,398750,452060,547670,"4","4","4","22.9","22.9","22.9","14.96","0","27.505","5","Q9NPJ3","Q9NPJ3","Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed","ACOT13","5903","Q9NPJ3","ACOT13"
"5738",16616,23786,31155,12385,20421,23340,17203,33288,29383,17812,25337,31019,"1","1","1","4.8","4.8","4.8","29.745","0","22.059","1","Q9NPJ6","Q9NPJ6","Mediator of RNA polymerase II transcription subunit 4","MED4","5904","Q9NPJ6","MED4"
"5739",22547,35123,37319,22029,30272,26188,29803,34563,29740,27547,34476,33119,"2","2","2","11.2","11.2","11.2","32.177","0","14.966","5","Q9NPL8","Q9NPL8","Complex I assembly factor TIMMDC1, mitochondrial","TIMMDC1","5905","Q9NPL8","TIMMDC1"
"5740",589880,707670,717860,490580,569350,633470,719630,749130,645530,620920,735240,678630,"16","16","16","41.8","41.8","41.8","59.709","0","97.251","23","Q9NPQ8;Q9NVN3","Q9NPQ8","Synembryn-A","RIC8A","5906","Q9NPQ8","RIC8A"
"5741",209040,253950,286220,217160,261610,254150,243300,238330,183830,249140,244360,241480,"1","1","1","2","2","2","60.632","0.0009255","1.5855","4","Q9NPR9","Q9NPR9","Protein GPR108","GPR108","5907","Q9NPR9","GPR108"
"5742",24067,44282,45819,26131,37041,38539,33764,57915,42396,30594,41638,44845,"5","2","2","18.9","8.4","8.4","43.727","0","10.581","3","Q9NQ29","Q9NQ29","Putative RNA-binding protein Luc7-like 1","LUC7L","5908","Q9NQ29","LUC7L"
"5743",32642,65095,62933,43278,57747,57681,64789,89179,69392,54241,66886,84221,"2","2","2","21.2","21.2","21.2","22.531","0","3.9508","2","Q9NQ34","Q9NQ34","Transmembrane protein 9B","TMEM9B","5909","Q9NQ34","TMEM9B"
"5744",342000,408000,484220,387390,429560,477150,483700,567640,521240,468890,469360,553810,"12","12","12","39.1","39.1","39.1","34.592","0","50.601","21","Q9NQ48","Q9NQ48","Leucine zipper transcription factor-like protein 1","LZTFL1","5910","Q9NQ48","LZTFL1"
"5745",306050,639340,787520,275660,496440,567100,322480,539660,577690,300890,436990,547450,"4","4","4","23.8","23.8","23.8","24.49","0","15.88","6","Q9NQ50","Q9NQ50","39S ribosomal protein L40, mitochondrial","MRPL40","5911","Q9NQ50","MRPL40"
"5746",52616,105150,112570,51621,52032,87337,64230,73443,83483,52838,45015,70582,"3","3","3","14.2","14.2","14.2","53.193","0","260.91","3","Q9NQ55","Q9NQ55","Suppressor of SWI4 1 homolog","PPAN","5912","Q9NQ55","PPAN"
"5747",14734,72635,49960,13898,59608,47522,17727,67220,37082,14161,66881,34579,"2","2","2","1.9","1.9","1.9","138.57","0.00077483","1.6366","2","Q9NQ66","Q9NQ66","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1","PLCB1","5913","Q9NQ66","PLCB1"
"5748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.4","2.4","2.4","87.143","0","3.9178","0","Q9NQ75","Q9NQ75","Cas scaffolding protein family member 4","CASS4","5914","Q9NQ75","CASS4"
"5749",239960,252090,340960,233190,197800,255750,317550,246060,291590,298550,202160,270360,"6","6","6","29.6","29.6","29.6","30.062","0","63.175","12","Q9NQ88","Q9NQ88","Fructose-2,6-bisphosphatase TIGAR","TIGAR","5915","Q9NQ88","TIGAR"
"5750",15846,17443,25218,14540,18437,19526,21531,18209,19567,17376,17084,20448,"2","2","2","20.7","20.7","20.7","20.066","0","160.25","3","Q9NQ92","Q9NQ92","Coordinator of PRMT5 and differentiation stimulator","COPRS","5916","Q9NQ92","COPRS"
"5751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1","1","13","3.8","3.8","47.989","0","69.499","0","Q9NQA3","Q9NQA3","WAS protein family homolog 6","WASH6P","5917","Q9NQA3","WASH6P"
"5752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4.2","4.2","4.2","67.918","0","239.47","0","Q9NQB0","Q9NQB0","Transcription factor 7-like 2","TCF7L2","5918","Q9NQB0","TCF7L2"
"5753",4395700,4296500,4990500,3552400,3989000,3670400,4959900,4379600,4561200,4180700,4384900,4469500,"15","15","15","16.4","16.4","16.4","129.93","0","323.31","64","Q9NQC3","Q9NQC3","Reticulon-4","RTN4","5919","Q9NQC3","RTN4"
"5754",192860,219230,218070,184890,152330,169450,204580,166440,152380,208690,148690,139880,"9","9","9","12.8","12.8","12.8","107.31","0","171.45","12","Q9NQC7","Q9NQC7","Ubiquitin carboxyl-terminal hydrolase CYLD","CYLD","5920","Q9NQC7","CYLD"
"5755",44438,68065,83422,44397,69708,72254,63271,92121,96663,52599,81961,99658,"4","4","4","11.8","11.8","11.8","34.285","0","11.643","3","Q9NQC8","Q9NQC8","Intraflagellar transport protein 46 homolog","IFT46","5921","Q9NQC8","IFT46"
"5756",26461,32695,33937,37422,32298,41168,30328,39365,41734,28020,31674,35852,"3","3","3","20.9","20.9","20.9","20.361","0","7.5986","4","Q9NQE9","Q9NQE9","Histidine triad nucleotide-binding protein 3","HINT3","5922","Q9NQE9","HINT3"
"5757",NA,NA,864.369995117188,1118.40002441406,1137,1474.19995117188,733.549987792969,NA,603.52001953125,1023.59997558594,1242.5,1082.09997558594,"1","1","1","14.1","14.1","14.1","9.467","0","4.8682","1","Q9NQG1","Q9NQG1","Protein MANBAL","MANBAL","5923","Q9NQG1","MANBAL"
"5758",64870,124630,138840,48070,88218,110920,66723,127710,123540,69939,101540,122470,"6","6","6","32.8","32.8","32.8","36.899","0","323.31","11","Q9NQG5","Q9NQG5","Regulation of nuclear pre-mRNA domain-containing protein 1B","RPRD1B","5924","Q9NQG5","RPRD1B"
"5759",4511.7998046875,5005.10009765625,6044.5,6789,5197.7001953125,7569.60009765625,4366.39990234375,6133.2001953125,4664.39990234375,5460.7998046875,5290.5,6564.2001953125,"5","5","5","13.4","13.4","13.4","51.293","0","285.04","2","Q9NQG6","Q9NQG6","Mitochondrial dynamics protein MID51","MIEF1","5925","Q9NQG6","MIEF1"
"5760",190720,265650,318750,138000,229570,264780,234940,240310,243300,187770,192550,275210,"3","3","3","10.8","10.8","10.8","57.033","0","4.6757","5","Q9NQH7","Q9NQH7","Probable Xaa-Pro aminopeptidase 3","XPNPEP3","5926","Q9NQH7","XPNPEP3"
"5761",319350,448920,514890,287640,365970,413630,346600,441400,440420,334710,384250,393500,"6","6","6","44","44","44","15.314","0","52.01","11","Q9NQP4","Q9NQP4","Prefoldin subunit 4","PFDN4","5927","Q9NQP4","PFDN4"
"5762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4.4","4.4","4.4","40.431","0","71.9","0","Q9NQQ7","Q9NQQ7","Solute carrier family 35 member C2","SLC35C2","5928","Q9NQQ7","SLC35C2"
"5763",2122100,2549700,3683800,1976900,2093900,2795300,2455300,2503100,2762200,2254300,2051100,2598600,"18","18","18","62","62","62","30.608","0","146.02","40","Q9NQR4","Q9NQR4","Omega-amidase NIT2","NIT2","5929","Q9NQR4","NIT2"
"5764",12029,13306,14360,9315.400390625,10479,10902,14240,13364,11275,13196,8345.5,10986,"6","6","6","28.7","28.7","28.7","38.506","0","323.31","8","Q9NQS1","Q9NQS1","Cell death regulator Aven","AVEN","5930","Q9NQS1","AVEN"
"5765",187910,257620,408940,190730,217840,316770,175240,216040,223660,167090,185440,260500,"6","6","6","12.4","12.4","12.4","61.002","0","136.02","8","Q9NQS3","Q9NQS3","Nectin-3","PVRL3","5931","Q9NQS3","PVRL3"
"5766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","12.3","12.3","12.3","25.249","0","39.672","1","Q9NQT4","Q9NQT4","Exosome complex component RRP46","EXOSC5","5932","Q9NQT4","EXOSC5"
"5767",60432,126240,131150,57824,108080,95108,75485,121310,107860,61754,105940,123650,"2","2","2","18.9","18.9","18.9","29.572","0","8.8466","3","Q9NQT5","Q9NQT5","Exosome complex component RRP40","EXOSC3","5933","Q9NQT5","EXOSC3"
"5768",51795,41742,93108,32443,40012,65873,38541,60169,63890,51031,37176,72194,"13","11","11","7.2","6","6","202.79","0","323.31","2","Q9NQT8","Q9NQT8","Kinesin-like protein KIF13B","KIF13B","5934","Q9NQT8","KIF13B"
"5769",5603.89990234375,6826.7998046875,6432.60009765625,8290.7001953125,7620.7001953125,6913.2998046875,14707,14188,10652,18303,12808,13612,"2","2","2","3.3","3.3","3.3","124.2","0","7.1939","2","Q9NQW6","Q9NQW6","Actin-binding protein anillin","ANLN","5935","Q9NQW6","ANLN"
"5770",2182800,3782300,4286900,2027100,3213600,3440600,2430300,3452300,3561400,2337200,3122400,3146400,"17","17","17","37.1","37.1","37.1","69.917","0","90.676","35","Q9NQW7","Q9NQW7","Xaa-Pro aminopeptidase 1","XPNPEP1","5936","Q9NQW7","XPNPEP1"
"5771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2","2","2","79.748","0","24.841","1","Q9NQX3","Q9NQX3","Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase","GPHN","5937","Q9NQX3","GPHN"
"5772",NA,1351.59997558594,NA,969.929992675781,NA,2806.10009765625,NA,3145.30004882813,NA,NA,3729,3244.5,"1","1","1","3.6","3.6","3.6","29.665","0.00092578","1.5888","2","Q9NQY0","Q9NQY0","Bridging integrator 3","BIN3","5938","Q9NQY0","BIN3"
"5773",20718,57768,54821,28563,37522,44617,24046,48281,39172,26468,39474,52159,"4","4","4","15.7","15.7","15.7","54.557","0","303.46","2","Q9NQZ2","Q9NQZ2","Something about silencing protein 10","UTP3","5939","Q9NQZ2","UTP3"
"5774",34611,39730,45368,47221,39884,49315,45708,38903,26656,49582,30673,64946,"2","2","2","7.3","7.3","7.3","43.113","0","6.2596","4","Q9NQZ5","Q9NQZ5","StAR-related lipid transfer protein 7, mitochondrial","STARD7","5940","Q9NQZ5","STARD7"
"5775",27139,39576,59960,42669,44113,54590,48915,49044,43966,39807,41360,47856,"5","5","5","1.5","1.5","1.5","530.25","0","104.4","7","Q9NR09","Q9NR09","Baculoviral IAP repeat-containing protein 6","BIRC6","5941","Q9NR09","BIRC6"
"5776",1015400,763390,874570,897560,597850,703390,1112300,763310,673790,1139300,635340,636030,"14","14","14","44.9","44.9","44.9","49.844","0","157.98","25","Q9NR12","Q9NR12","PDZ and LIM domain protein 7","PDLIM7","5942","Q9NR12","PDLIM7"
"5777",710860,774440,868570,716150,625550,688820,892320,731910,1036000,813810,660670,994700,"8","8","8","14.1","14.1","14.1","78.579","0","92.93","12","Q9NR19","Q9NR19","Acetyl-coenzyme A synthetase, cytoplasmic","ACSS2","5943","Q9NR19","ACSS2"
"5778",53209,83310,94506,32845,79929,76371,63381,71003,72175,41434,73287,65734,"6","6","6","24.3","24.3","24.3","27.131","0","323.31","9","Q9NR28","Q9NR28","Diablo homolog, mitochondrial","DIABLO","5944","Q9NR28","DIABLO"
"5779",544680,827210,1153500,499310,580580,648950,497960,692450,637900,504480,576710,700380,"12","12","11","17.5","17.5","15.6","87.343","0","26.473","13","Q9NR30","Q9NR30","Nucleolar RNA helicase 2","DDX21","5945","Q9NR30","DDX21"
"5780",4367200,5335700,6071900,4245600,4122700,4663800,5288700,4921200,4849700,5102100,3888100,4708800,"13","13","8","71.2","71.2","61.1","22.367","0","229.57","31","Q9NR31","Q9NR31","GTP-binding protein SAR1a","SAR1A","5946","Q9NR31","SAR1A"
"5781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","3.3","3.3","3.3","70.91","0","88.408","0","Q9NR34","Q9NR34","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC","MAN1C1","5947","Q9NR34","MAN1C1"
"5782",1671100,2119200,2662700,1507200,1768300,2058000,1916500,2192700,2158600,1722500,1832000,2158800,"11","11","11","37.3","37.3","37.3","40.307","0","29.526","23","Q9NR45","Q9NR45","Sialic acid synthase","NANS","5948","Q9NR45","NANS"
"5783",424330,517430,531180,383440,476960,477820,496840,535550,436480,486490,483940,485560,"8","7","7","26.6","24.6","24.6","43.973","0","38.114","12","Q9NR46","Q9NR46","Endophilin-B2","SH3GLB2","5949","Q9NR46","SH3GLB2"
"5784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0.6","0.6","0.6","332.79","0","2.6545","0","Q9NR48","Q9NR48","Histone-lysine N-methyltransferase ASH1L","ASH1L","5950","Q9NR48","ASH1L"
"5785",207210,334270,345940,214260,290190,336280,254010,348830,312390,248120,347400,322160,"13","13","13","26.3","26.3","26.3","50.24","0","24.229","21","Q9NR50","Q9NR50","Translation initiation factor eIF-2B subunit gamma","EIF2B3","5951","Q9NR50","EIF2B3"
"5786",418600,681690,692970,601470,971090,870460,733680,1045300,713360,607270,951420,930980,"6","6","3","18.8","18.8","11.6","41.817","0","10.096","12","Q9NR56;Q9NUK0","Q9NR56","Muscleblind-like protein 1","MBNL1","5952","Q9NR56","MBNL1"
"5787",1113400,2963300,6329600,991700,2470500,4689600,3184600,4139300,5343700,2960100,3531800,5580800,"43","43","43","17.5","17.5","17.5","312.15","0","323.31","91","Q9NR99","Q9NR99","Matrix-remodeling-associated protein 5","MXRA5","5953","Q9NR99","MXRA5"
"5788",6649.60009765625,16565,22406,9256.599609375,9694.2998046875,8935.2998046875,11124,18481,17721,11177,7190.7998046875,15832,"4","4","4","8.3","8.3","8.3","69.216","0","46.786","1","Q9NRA0","Q9NRA0","Sphingosine kinase 2","SPHK2","5954","Q9NRA0","SPHK2"
"5789",34842,34538,46385,47231,42310,32996,53385,45937,30884,57260,34847,35716,"1","1","1","5.2","5.2","5.2","39.029","0.0024331","1.389","1","Q9NRA1","Q9NRA1","Platelet-derived growth factor C;Platelet-derived growth factor C, latent form;Platelet-derived growth factor C, receptor-binding form","PDGFC","5955","Q9NRA1","PDGFC"
"5790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","5.7","5.7","5.7","54.639","0","153.1","1","Q9NRA2","Q9NRA2","Sialin","SLC17A5","5956","Q9NRA2","SLC17A5"
"5791",14552,17109,21624,17846,22932,25334,18690,19984,17006,17740,21033,17897,"8","8","8","11.4","11.4","11.4","108.2","0","184.53","4","Q9NRA8","Q9NRA8","Eukaryotic translation initiation factor 4E transporter","EIF4ENIF1","5957","Q9NRA8","EIF4ENIF1"
"5792",2502.19995117188,2864,1255.90002441406,4325.2998046875,2952.89990234375,2349.10009765625,3586.5,1592,679.030029296875,4729.2001953125,1027.30004882813,656.369995117188,"2","2","2","8.2","8.2","8.2","33.932","0","2.5952","3","Q9NRD1","Q9NRD1","F-box only protein 6","FBXO6","5958","Q9NRD1","FBXO6"
"5793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.1","2.1","2.1","115","0.00062102","1.6667","0","Q9NRE2","Q9NRE2","Teashirt homolog 2","TSHZ2","5959","Q9NRE2","TSHZ2"
"5794",18590,30914,29868,16805,27622,27818,18372,28292,26345,18670,24425,22456,"4","4","4","14.9","14.9","14.9","79.366","0","227.64","5","Q9NRF2","Q9NRF2","SH2B adapter protein 1","SH2B1","5960","Q9NRF2","SH2B1"
"5795",23034,34745,42467,25540,34944,28866,30615,38538,40849,24869,34641,38222,"9","9","9","16.2","16.2","16.2","65.677","0","82.137","9","Q9NRF8","Q9NRF8","CTP synthase 2","CTPS2","5961","Q9NRF8","CTPS2"
"5796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","10.9","10.9","10.9","16.859","0","279.11","1","Q9NRF9","Q9NRF9","DNA polymerase epsilon subunit 3","POLE3","5962","Q9NRF9","POLE3"
"5797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","31.3","31.3","31.3","14.71","0","54.296","2","Q9NRG0","Q9NRG0","Chromatin accessibility complex protein 1","CHRAC1","5963","Q9NRG0","CHRAC1"
"5798",28941,65023,65134,26450,43669,55024,39698,72172,61986,39722,66581,67471,"3","3","3","19.1","19.1","19.1","25.673","0","9.1018","4","Q9NRG1","Q9NRG1","Phosphoribosyltransferase domain-containing protein 1","PRTFDC1","5964","Q9NRG1","PRTFDC1"
"5799",244910,406020,500680,256220,369450,435490,373880,481470,452860,306000,435600,457030,"4","4","4","14","14","14","31.076","0","11.459","8","Q9NRG7","Q9NRG7","Epimerase family protein SDR39U1","SDR39U1","5965","Q9NRG7","SDR39U1"
"5800",55985,93891,101370,55924,83612,84566,67164,100350,91915,64218,76825,90401,"4","4","4","10.4","10.4","10.4","59.573","0","41.014","5","Q9NRG9","Q9NRG9","Aladin","AAAS","5966","Q9NRG9","AAAS"
"5801",3178.80004882813,4558,7636.60009765625,6800.89990234375,6044.39990234375,6577.89990234375,4515.2001953125,8187.2998046875,7717.2001953125,5255.2998046875,5562.2998046875,4756.7001953125,"1","1","1","6.2","6.2","6.2","25.299","0.0061267","1.1846","1","Q9NRH1","Q9NRH1","Yae1 domain-containing protein 1","YAE1D1","5967","Q9NRH1","YAE1D1"
"5802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","169","0","81.314","0","Q9NRJ4","Q9NRJ4","Tubby-related protein 4","TULP4","5968","Q9NRJ4","TULP4"
"5803",1718.30004882813,1904.59997558594,2149.5,1856.09997558594,1474.30004882813,2207.39990234375,1313.30004882813,2084.39990234375,1960.90002441406,1053.5,1897.19995117188,1430.40002441406,"2","2","2","2","2","2","178.7","0","5.9037","1","Q9NRL2","Q9NRL2","Bromodomain adjacent to zinc finger domain protein 1A","BAZ1A","5969","Q9NRL2","BAZ1A"
"5804",284180,402160,490960,279920,355620,424380,327000,382960,421460,323060,350380,419720,"10","8","8","23.4","21.9","21.9","80.595","0","161.74","9","Q9NRL3","Q9NRL3","Striatin-4","STRN4","5970","Q9NRL3","STRN4"
"5805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5.7","5.7","5.7","120.13","0","43.849","0","Q9NRM7","Q9NRM7","Serine/threonine-protein kinase LATS2","LATS2","5971","Q9NRM7","LATS2"
"5806",2502.10009765625,9992.400390625,10787,4522.5,5448.39990234375,3768,3582.39990234375,10833,9746.599609375,4586.89990234375,9927.599609375,9012.400390625,"1","1","1","4.4","4.4","4.4","46.01","0","21.843","1","Q9NRN5","Q9NRN5","Olfactomedin-like protein 3","OLFML3","5972","Q9NRN5","OLFML3"
"5807",462710,597560,656870,430680,472850,519770,565490,598480,515460,487080,474150,528800,"4","4","4","13.9","13.9","13.9","35.776","0","3.6981","5","Q9NRN7","Q9NRN7","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","AASDHPPT","5973","Q9NRN7","AASDHPPT"
"5808",172780,551690,542660,169690,466180,396660,213140,578140,531580,231980,527240,527170,"3","3","3","14.3","14.3","14.3","37.005","0","24.132","4","Q9NRQ2","Q9NRQ2","Phospholipid scramblase 4","PLSCR4","5974","Q9NRQ2","PLSCR4"
"5809",15986,29130,28767,14472,21787,29747,16238,27900,28784,17310,23056,31780,"4","2","2","7.7","4.8","4.8","63.852","0","4.0243","2","Q9NRR5","Q9NRR5","Ubiquilin-4","UBQLN4","5975","Q9NRR5","UBQLN4"
"5810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","6.5","6.5","6.5","70.205","0","44.006","0","Q9NRR6","Q9NRR6","72 kDa inositol polyphosphate 5-phosphatase","INPP5E","5976","Q9NRR6","INPP5E"
"5811",29298,48937,47693,36404,45006,47527,47398,59881,51766,40661,54064,54348,"3","3","3","8.5","8.5","8.5","38.291","0","3.3435","5","Q9NRS6","Q9NRS6","Sorting nexin-15","SNX15","5978","Q9NRS6","SNX15"
"5812",2326700,1797300,2545700,2159300,1580500,1966200,2508700,1808300,1997400,2197600,1553800,2014900,"10","10","10","63.5","63.5","63.5","21.097","0","137.27","26","Q9NRV9","Q9NRV9","Heme-binding protein 1","HEBP1","5979","Q9NRV9","HEBP1"
"5813",11430,12496,11138,16406,12377,15496,18717,17336,13304,21026,15816,15666,"7","1","1","30.3","4.8","4.8","23.461","0","2.3862","2","Q9NRW1","Q9NRW1","Ras-related protein Rab-6B","RAB6B","5980","Q9NRW1","RAB6B"
"5814",18603,22385,20739,15402,15516,17559,15930,19469,17402,19174,13619,17279,"1","1","1","8.7","8.7","8.7","20.91","0","2.023","1","Q9NRW4","Q9NRW4","Dual specificity protein phosphatase 22","DUSP22","5981","Q9NRW4","DUSP22"
"5815",222800,339580,425350,214260,294910,330810,287930,353990,350440,272980,307060,378910,"4","4","4","7","7","7","65.076","0","7.5869","7","Q9NRW7","Q9NRW7","Vacuolar protein sorting-associated protein 45","VPS45","5982","Q9NRW7","VPS45"
