M7	M8	M9	M10	M1	M11	M2	M12	M3	M4	M5	M6	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
37628	39805	55415	36888	50334	56363	51801	60684	50248	45669	41396	44415	5	5	5	21.5	21.5	21.5	29.367	0	53.691	10	Q9CR68	Q9CR68	Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11	Uqcrfs1	5607
8683.7998046875	7287.39990234375	9081.2998046875	8425.099609375	10398	6513.2998046875	14126	12727	14045	10739	9960.2001953125	7880.7001953125	3	3	3	28.4	28.4	28.4	15.824	0	19.108	5	Q9CR70	Q9CR70	EKC/KEOPS complex subunit Lage3	Lage3	5608
22260	28895	20071	15137	60150	29605	72435	24263	100960	69447	71060	107540	1	1	1	17.1	17.1	17.1	13.641	0	32.132	3	Q9CR75	Q9CR75	Tumor necrosis factor receptor superfamily member 12A	Tnfrsf12a	5609
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.5	5.5	5.5	32.324	0.0010783	2.7596	0	Q9CR78	Q9CR78	Myb/SANT-like DNA-binding domain-containing protein 3	Msantd3	5610
627590	412340	556580	384270	419030	473410	799040	803310	945470	480940	815330	1073200	10	10	10	46.6	46.6	46.6	16.062	0	85.866	5	Q9CR86	Q9CR86	Calcium-regulated heat stable protein 1	Carhsp1	5611
385950	269640	303570	306710	293300	298370	416530	371360	380880	357150	431670	437530	4	4	4	14.9	14.9	14.9	42.481	0	59.167	9	Q9CR89;Q9CR89-2	Q9CR89;Q9CR89-2	Endoplasmic reticulum-Golgi intermediate compartment protein 2	Ergic2	5612
131210	109080	144280	93322	122270	124420	196260	179950	207370	146490	200910	262670	4	4	4	25.5	25.5	25.5	29.639	0	74.799	6	Q9CR95	Q9CR95	Adaptin ear-binding coat-associated protein 1	Necap1	5613
231250	164370	159460	182230	151940	156880	218050	187460	176360	171370	193820	210270	6	6	5	57.2	57.2	52.2	15.674	0	53.715	11	Q9CR98	Q9CR98	Protein FAM136A	Fam136a	5614
565370	385990	527670	403750	458580	376640	620790	680020	726140	493290	651190	951360	6	6	5	25.2	25.2	20.8	33.752	0	13.451	13	Q9CRA5;Q9CRA5-2	Q9CRA5	Golgi phosphoprotein 3	Golph3	5615
60606	55757	71617	46073	50334	51824	120280	88372	100600	60367	114860	126060	2	2	2	10	10	10	23.275	0	3.8113	2	Q9CRA7	Q9CRA7	ATP synthase subunit s, mitochondrial	Atp5s	5616
177460	113530	163850	144000	192460	130180	190240	180530	169690	185360	157390	183460	4	4	4	20	20	20	25.194	0	323.31	7	Q9CRA8	Q9CRA8	Exosome complex component RRP46	Exosc5	5617
68833	55058	62281	56767	62618	65028	94853	87590	85266	57319	82477	97145	5	5	5	24.9	24.9	24.9	29.374	0	25.255	7	Q9CRA9;Q9CRA9-2	Q9CRA9;Q9CRA9-2	FGFR1 oncogene partner 2 homolog	Fgfr1op2	5618
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	14.2	14.2	14.2	19.652	0	181.05	0	Q9CRB0	Q9CRB0	Sorting nexin-24	Snx24	5619
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	11.1	11.1	11.1	17.247	0	42.472	0	Q9CRB2	Q9CRB2	H/ACA ribonucleoprotein complex subunit 2	Nhp2	5620
581500	542590	598630	488670	520140	617700	832100	736440	759930	585300	776880	851130	14	14	14	52.4	52.4	52.4	26.334	0	323.31	27	Q9CRB9	Q9CRB9	MICOS complex subunit Mic19	Chchd3	5621
2386.10009765625	3103	3647.69995117188	NaN	2709.89990234375	2643.30004882813	3592.39990234375	3613.5	4012.60009765625	3945.89990234375	3588.80004882813	3348.60009765625	1	1	1	8.1	8.1	8.1	17.768	0	3.6845	2	Q9CRC0	Q9CRC0	Vitamin K epoxide reductase complex subunit 1	Vkorc1	5622
47938	40192	49565	39435	49604	41430	61201	48196	63215	46531	62585	74215	2	2	2	34.9	34.9	34.9	13.189	0	142.61	6	Q9CRC3	Q9CRC3	UPF0235 protein C15orf40 homolog		5623
99775	78477	96248	68770	89923	69786	135500	133680	155170	112710	136100	152680	4	4	4	41.9	41.9	41.9	11.546	0	54.911	3	Q9CRC6	Q9CRC6	UPF0693 protein C10orf32 homolog		5624
39726	25685	43778	33329	39611	33576	47222	48909	42624	43915	32733	30553	5	5	5	9.6	9.6	9.6	68.075	0	7.9563	5	Q9CRC8	Q9CRC8	Leucine-rich repeat-containing protein 40	Lrrc40	5625
552420	482790	734940	513770	612220	461920	908420	780440	1252200	762160	889960	1500600	6	5	5	34.4	30.1	30.1	31.083	0	37.616	7	Q9CRC9;Q9CRC9-2	Q9CRC9;Q9CRC9-2	Glucosamine-6-phosphate isomerase 2	Gnpda2	5626
281280	359040	417540	255060	336440	382710	412810	447710	561430	319590	459820	454300	5	5	5	40.1	40.1	40.1	27.61	0	111.25	10	Q9CRD0;Q9CRD0-3;Q9CRD0-2	Q9CRD0;Q9CRD0-3;Q9CRD0-2	OCIA domain-containing protein 1	Ociad1	5627
221770	199960	214420	163120	189920	210760	271620	253920	266010	228750	268650	307840	6	6	6	22.6	22.6	22.6	34.934	0	22.699	7	Q9CRD2	Q9CRD2	ER membrane protein complex subunit 2	Emc2	5628
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	27.8	27.8	27.8	17.193	0	26.557	0	Q9CRD4	Q9CRD4	Dysbindin domain-containing protein 2	Dbndd2	5629
638020	520630	603850	500500	570140	488550	738320	762400	848520	664350	829000	983970	4	4	4	5.7	5.7	5.7	109.73	0	37.669	4	Q9CRT8	Q9CRT8	Exportin-T	Xpot	5630
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	8.3	8.3	8.3	13.98	0	12.181	1	Q9CRW3-2;Q9CRW3	Q9CRW3-2;Q9CRW3	UPF0538 protein C2orf76 homolog		5631
66939	85380	94100	56892	73336	86746	116070	118240	110230	84433	103090	94262	5	5	5	14.3	14.3	14.3	35.866	0	8.0668	7	Q9CRY7	Q9CRY7	Glycerophosphodiester phosphodiesterase domain-containing protein 1	Gdpd1	5632
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	5.3	5.3	5.3	90.66	0	112.54	1	Q9CS00	Q9CS00	Cactin	Cactin	5633
20772	12949	10971	14236	13315	17463	14415	11499	12454	19773	16113	12804	7	3	3	26.1	14.5	14.5	34.786	0	9.183	3	Q9CS42	Q9CS42	Ribose-phosphate pyrophosphokinase 2	Prps2	5634
18350	20738	17643	21731	11460	19342	20285	26712	19769	16858	19885	26281	2	2	2	5	5	5	71.709	0.0018354	2.5995	2	Q9CS74	Q9CS74	Protein SGT1 homolog	Ecd	5635
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	7	7	7.2	6.2	6.2	132.78	0	222.27	0	Q9CSB4;Q9CSB4-2	Q9CSB4;Q9CSB4-2	Partitioning defective 3 homolog B	Pard3b	5636
400040	236110	321780	298160	411360	265210	386000	439570	418680	436600	349150	437880	10	10	10	12.3	12.3	12.3	108.84	0	252.36	14	Q9CSH3	Q9CSH3	Exosome complex exonuclease RRP44	Dis3	5637
258780	189620	218850	205070	270260	209030	298110	283200	278500	270670	287420	296290	17	17	17	42.9	42.9	42.9	61.475	0	239.76	22	Q9CSN1	Q9CSN1	SNW domain-containing protein 1	Snw1	5638
71042	44709	61941	56109	55230	45482	65580	74206	65435	59214	54206	76030	8	8	8	42.3	42.3	42.3	36.883	0	195.11	9	Q9CSU0;Q9CSU0-2;Q9CSU0-3	Q9CSU0;Q9CSU0-2;Q9CSU0-3	Regulation of nuclear pre-mRNA domain-containing protein 1B	Rprd1b	5639
17945	16406	13046	13287	26252	15926	26003	21718	22532	20621	23903	26174	2	2	2	13.2	13.2	13.2	21.949	0.00093269	2.926	2	Q9CSV6	Q9CSV6	Vesicle transport protein SFT2C	Sft2d3	5640
431290	292420	359790	317790	368080	274050	384040	408330	359240	408950	393380	396960	19	19	17	47.7	47.7	43.2	52.572	0	323.31	20	Q9CT10	Q9CT10	Ran-binding protein 3	Ranbp3	5641
2441.5	3371.89990234375	6012.10009765625	NaN	2113	5401.39990234375	7869.39990234375	5719.5	4403.5	NaN	6872.7001953125	2844.19995117188	1	1	1	3.4	3.4	3.4	59.809	0.0030048	2.3452	1	Q9CTY5	Q9CTY5	Calcium uptake protein 3, mitochondrial	Micu3	5642
852740	519760	857700	645360	701650	637340	780320	955550	839420	790090	675420	839480	18	18	18	18.1	18.1	18.1	143.23	0	323.31	26	Q9CU62	Q9CU62	Structural maintenance of chromosomes protein 1A	Smc1a	5643
1685	NaN	2662.69995117188	1670.30004882813	1826.59997558594	1913.09997558594	3021.60009765625	1822.59997558594	2812.10009765625	1837.80004882813	1328.90002441406	3157.39990234375	2	2	2	7.5	7.5	7.5	48.823	0	4.0197	2	Q9CUB6	Q9CUB6	OTU domain-containing protein 1	Otud1	5644
203090	318480	155490	142700	190160	302250	502400	230480	333590	207400	407910	379420	4	4	3	12.8	12.8	9.5	49.612	0	78.155	7	Q9CV28;Q9CV28-2	Q9CV28;Q9CV28-2	Protein FAM188A	Fam188a	5645
2345600	2156700	2520400	1911600	2197800	2254200	3335400	3103900	3374800	2599600	3258200	3698800	17	17	17	45	45	45	34.357	0	60.436	30	Q9CVB6	Q9CVB6	Actin-related protein 2/3 complex subunit 2	Arpc2	5646
9436.900390625	5397.10009765625	5618.10009765625	8618	9016.7998046875	6756.89990234375	9572.400390625	9391.599609375	9681.2998046875	9199.099609375	9928.2001953125	9021	4	4	4	17.7	17.7	17.7	40.533	0	75.082	7	Q9CVD2	Q9CVD2	Ataxin-3	Atxn3	5647
736000	563190	772220	602800	663820	591190	738590	910120	791520	708530	686670	854500	30	30	30	24	24	24	141.55	0	323.31	41	Q9CW03	Q9CW03	Structural maintenance of chromosomes protein 3	Smc3	5648
122130	102960	117980	117920	115470	119750	137830	146820	137460	137020	111330	134030	12	12	11	21	21	21	79.381	0	323.31	14	Q9CW46;Q9CW46-2	Q9CW46;Q9CW46-2	Ribonucleoprotein PTB-binding 1	Raver1	5649
123490	91358	126870	98272	105730	100600	142260	130710	125760	111060	137550	140620	8	8	8	16	16	16	87.337	0	81.789	12	Q9CW79;Q9CW79-2	Q9CW79;Q9CW79-2	Golgin subfamily A member 1	Golga1	5650
135560	129560	124900	111850	100080	134590	170850	150590	152680	120820	176780	165950	2	2	2	16.5	16.5	16.5	13.43	0.0010817	2.8264	2	Q9CWB7	Q9CWB7	Glutaredoxin-like protein C5orf63 homolog		5651
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	7.8	7.8	7.8	34.139	0.00093414	2.974	3	Q9CWD8	Q9CWD8	Iron-sulfur protein NUBPL	Nubpl	5652
112620	94876	111530	82340	78209	83967	150590	146470	125220	84774	135130	157800	8	8	8	34.6	34.6	34.6	31.726	0	180.5	8	Q9CWE0	Q9CWE0	Mitochondrial fission regulator 1-like	Mtfr1l	5653
27912	23401	40228	22297	37804	24186	60808	44146	77367	48874	65288	79882	33	1	1	71.7	3.6	3.6	49.953	0	167.26	5	Q9CWF2	Q9CWF2	Tubulin beta-2B chain	Tubb2b	5654
45855	36351	35838	36128	35180	28695	43816	52983	46080	41408	41783	59961	2	2	2	5.5	5.5	5.5	48.384	0	10.158	2	Q9CWG8;Q9CWG8-2	Q9CWG8;Q9CWG8-2	NADH dehydrogenase [ubiquinone] complex I, assembly factor 7	Ndufaf7	5655
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	29.4	29.4	29.4	16.299	0	13.32	4	Q9CWG9	Q9CWG9	Biogenesis of lysosome-related organelles complex 1 subunit 2	Bloc1s2	5656
6000200	4491500	4765600	4566700	5117900	4613000	5507700	5732300	5484500	5270500	5287400	6351700	30	30	30	57.4	57.4	57.4	64.217	0	323.31	76	Q9CWJ9	Q9CWJ9	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	Atic	5657
941.570007324219	NaN	3559.80004882813	3497.89990234375	3689.10009765625	771.27001953125	6316.7998046875	4458.2001953125	7725.60009765625	5984.89990234375	4264.2001953125	3219.69995117188	7	7	7	25.4	25.4	25.4	37.694	0	323.31	5	Q9CWK3	Q9CWK3	CD2 antigen cytoplasmic tail-binding protein 2	Cd2bp2	5658
1084200	894730	1177900	847380	981390	987240	1509900	1429700	1491200	1151400	1454700	1766500	20	20	18	36.2	36.2	32.2	58.47	0	157.16	32	Q9CWK8	Q9CWK8	Sorting nexin-2	Snx2	5659
32366	23264	33139	26926	36924	14743	44722	44904	46094	31450	41917	49368	4	4	3	10.1	10.1	7.3	64.979	0	5.8018	4	Q9CWL8	Q9CWL8	Beta-catenin-like protein 1	Ctnnbl1	5660
340610	252350	346650	251910	383550	352740	497570	370590	424850	355430	342240	344980	7	7	5	34.4	34.4	32.8	14.254	0	14.379	11	Q9CWM4	Q9CWM4	Prefoldin subunit 1	Pfdn1	5661
39428	22312	35170	26919	40445	33393	42682	30926	35737	34447	38838	50127	2	2	2	7.5	7.5	7.5	54.959	0	59.106	3	Q9CWN7	Q9CWN7	CCR4-NOT transcription complex subunit 11	Cnot11	5662
147430	127030	237850	160020	184790	216890	234500	228680	217090	237800	147000	189310	2	2	2	4.6	4.6	4.6	59.854	0.0083018	1.9233	3	Q9CWP6;Q9CWP6-2;Q9CWP6-3;Q9CWP6-4	Q9CWP6;Q9CWP6-2;Q9CWP6-3;Q9CWP6-4	Motile sperm domain-containing protein 2	Mospd2	5663
9898.2998046875	4946.7998046875	7536.39990234375	5908.89990234375	8541.7001953125	4383.89990234375	5909.2001953125	14091	8406.5	12079	14026	14875	1	1	1	6.8	6.8	6.8	31.218	0	33.29	2	Q9CWQ0	Q9CWQ0	Diphthine synthase	Dph5	5664
69719	19080	71566	22104	19374	75381	86543	34545	62577	26598	91921	80990	8	8	8	15.4	15.4	15.4	68.262	0	323.31	9	Q9CWR0;Q9CWR0-2	Q9CWR0;Q9CWR0-2	Rho guanine nucleotide exchange factor 25	Arhgef25	5665
3822.19995117188	4167	6196.5	3808.39990234375	7263.89990234375	5791.60009765625	7702.7998046875	7315.10009765625	7284.89990234375	6407.7001953125	5412.7001953125	5565	1	1	1	4.2	4.2	4.2	34.036	0	3.5756	2	Q9CWR1-3;Q9CWR1;Q9CWR1-2	Q9CWR1-3;Q9CWR1;Q9CWR1-2	WD repeat-containing protein 73	Wdr73	5666
5163.89990234375	6940.5	2621.39990234375	3349.30004882813	3510.89990234375	7814.10009765625	4636.7998046875	7036.5	5694.10009765625	3994.80004882813	5643.7998046875	5235.89990234375	3	3	3	8.3	8.3	8.3	39.292	0	72.205	1	Q9CWR7	Q9CWR7	Metalloreductase STEAP1	Steap1	5667
3702100	2615900	3701700	2994300	2947000	2800100	4939800	4231500	4638500	3239300	4510300	4970900	16	16	15	54	54	51.2	31.381	0	323.31	46	Q9CWS0	Q9CWS0	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	Ddah1	5668
6680.7001953125	4206.2001953125	2992.5	3507.30004882813	4713.60009765625	3268.19995117188	3573.30004882813	5180.39990234375	5523	7555.2001953125	5602.2998046875	3178.60009765625	2	2	2	3.3	3.3	3.3	67.843	0	6.4028	2	Q9CWS4	Q9CWS4	Integrator complex subunit 11	Cpsf3l	5669
20605	10720	22249	18312	20680	16070	20976	26839	23711	22825	15056	15522	1	1	1	4.5	4.5	4.5	23.542	0.0077293	1.9515	1	Q9CWT3	Q9CWT3	Sorting nexin-10	Snx10	5670
18111	15555	18250	16153	18892	18331	23584	23281	21829	20617	16862	18413	4	4	4	6.6	6.6	6.6	70.889	0	12.903	5	Q9CWU2	Q9CWU2	Palmitoyltransferase ZDHHC13	Zdhhc13	5671
18366	14704	21207	14406	17879	14069	20278	23429	21261	16822	19584	22421	5	5	5	34.4	34.4	34.4	20.101	0	323.31	4	Q9CWU4	Q9CWU4	UPF0690 protein C1orf52 homolog		5672
99879	66541	90793	77987	92372	81064	94985	106060	88884	98746	84488	81792	4	4	4	13.8	13.8	13.8	36.731	0	6.2749	4	Q9CWU9	Q9CWU9	Nucleoporin Nup37	Nup37	5673
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	7.5	7.5	7.5	21.491	0	7.237	0	Q9CWV6	Q9CWV6	PRKR-interacting protein 1	Prkrip1	5674
149710	122430	187660	114330	176650	140460	191620	225080	223600	154460	186510	239560	3	3	3	19.8	19.8	19.8	13.815	0	4.2022	3	Q9CWW6	Q9CWW6	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	Pin4	5675
10741	5459.7998046875	7756	7765.7998046875	12445	7995.2001953125	10792	11818	10626	11418	11630	12800	3	3	3	5.3	5.3	5.3	76.166	0	4.2637	4	Q9CWW7	Q9CWW7	CXXC-type zinc finger protein 1	Cxxc1	5676
18945	15414	16530	13652	16636	16571	21452	16889	17373	18542	19038	18677	3	3	3	12.2	12.2	12.2	37.809	0	7.9386	4	Q9CWX2	Q9CWX2	Complex I intermediate-associated protein 30, mitochondrial	Ndufaf1	5677
220300	111350	133330	163970	185050	120300	150540	163900	145290	182150	147630	153770	3	3	3	10.5	10.5	10.5	50.638	0	12.679	3	Q9CWX9	Q9CWX9	Probable ATP-dependent RNA helicase DDX47	Ddx47	5678
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.2	3.2	3.2	52.96	0	34.267	0	Q9CWY3	Q9CWY3	N-lysine methyltransferase SETD6	Setd6	5679
4662	3708.19995117188	6081.2001953125	4685.60009765625	6589.39990234375	3196.69995117188	9644	7892.5	5883.2998046875	4566.10009765625	7124.2001953125	7357.10009765625	2	2	2	28.7	28.7	28.7	14.251	0	7.261	3	Q9CWY4	Q9CWY4	Gem-associated protein 7	Gemin7	5680
23390	17895	20087	11690	16465	21230	25900	27716	19025	25887	34827	35401	2	2	2	7	7	7	33.512	0	3.4601	1	Q9CWY8	Q9CWY8	Ribonuclease H2 subunit A	Rnaseh2a	5681
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	3	33.3	33.3	17.2	19.889	0	323.31	0	Q9CWZ3;Q9CWZ3-2	Q9CWZ3;Q9CWZ3-2	RNA-binding protein 8A	Rbm8a	5682
487560	479270	504020	349890	474300	440240	682500	592850	716570	539600	718280	795460	13	13	12	49	49	44.6	34.732	0	54.6	25	Q9CWZ7	Q9CWZ7	Gamma-soluble NSF attachment protein	Napg	5683
406940	420240	366080	386060	412600	499740	495730	416480	429180	413350	421230	424040	6	6	6	16	16	16	39.468	0	109.77	10	Q9CX00	Q9CX00	IST1 homolog	Ist1	5684
5156.7001953125	3224.80004882813	7443.2001953125	4414.10009765625	5912.39990234375	6909.5	6951.39990234375	6457	4607	4014.30004882813	13243	7938.10009765625	1	1	1	8	8	8	33.982	0	19.447	2	Q9CX30;Q9CX30-2	Q9CX30;Q9CX30-2	Protein YIF1B	Yif1b	5685
694850	628090	749610	571760	552910	566050	789370	987560	905110	630810	709310	1004800	17	17	17	53.3	53.3	53.3	38.158	0	112.84	32	Q9CX34	Q9CX34	Suppressor of G2 allele of SKP1 homolog	Sugt1	5686
10643	6353.89990234375	13604	9444.599609375	9496.599609375	11629	17293	12352	13873	11693	10642	10395	1	1	1	7.8	7.8	7.8	18.75	0.0085918	1.9174	2	Q9CX53	Q9CX53	Gem-associated protein 6	Gemin6	5687
1311600	988990	1339900	1135100	1271300	1119300	1606200	1483900	1694600	1486400	1680800	2036200	8	8	8	28.6	28.6	28.6	39.93	0	14.2	10	Q9CX56	Q9CX56	26S proteasome non-ATPase regulatory subunit 8	Psmd8	5688
123080	131920	144420	132420	183200	154920	247880	184530	299080	205320	268670	354560	5	5	5	61.9	61.9	61.9	12.138	0	206.57	12	Q9CX60	Q9CX60	Protein LBH	Lbh	5689
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	10.8	10.8	10.8	19.967	0	29.558	1	Q9CX66	Q9CX66	Uncharacterized protein C12orf45 homolog	D10Wsu102e	5690
492400	100340	256490	417280	295430	125760	204550	249180	376190	389580	192330	374670	2	2	2	10.5	10.5	10.5	21.465	0.0051645	2.1306	2	Q9CX80	Q9CX80	Cytoglobin	Cygb	5691
12839	13484	18322	9187.7998046875	18325	13012	27482	22443	29946	13630	29177	28874	1	1	1	3.7	3.7	3.7	50.643	0.00031481	3.1659	2	Q9CX83	Q9CX83	Armadillo repeat-containing X-linked protein 1	Armcx1	5692
1563200	1141600	1452500	1183900	1474000	1136300	1907000	1859900	2204900	1716900	1747400	2386200	8	8	8	39.7	39.7	39.7	30.53	0	265.55	37	Q9CX86	Q9CX86	Heterogeneous nuclear ribonucleoprotein A0	Hnrnpa0	5693
25287	19776	16831	20841	25624	21991	24872	21823	21303	23913	25162	16773	5	5	5	17	17	17	42.61	0	18.648	6	Q9CX97	Q9CX97	WD repeat-containing protein 55	Wdr55	5694
131900	140310	179910	110520	111900	154850	169360	185480	226380	123780	176260	272290	6	6	6	24.6	24.6	24.6	37.804	0	48.888	9	Q9CXA2	Q9CXA2	Trans-L-3-hydroxyproline dehydratase	L3hypdh	5695
45726	35704	44892	34063	41458	51762	52395	68673	74079	47301	57284	81113	1	1	1	3.8	3.8	3.8	37.849	0.0037142	2.2135	1	Q9CXD6;Q9CXD6-3;Q9CXD6-2	Q9CXD6;Q9CXD6-3;Q9CXD6-2	Mitochondrial calcium uniporter regulator 1	Mcur1	5696
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.2	5.2	5.2	22.781	0	8.9072	0	Q9CXE2	Q9CXE2	B-cell CLL/lymphoma 7 protein family member A	Bcl7a	5697
56799	36490	40419	35229	39145	32360	73558	51654	60091	46158	75604	85476	1	1	1	4.4	4.4	4.4	26.172	0.0077282	1.9465	1	Q9CXE7	Q9CXE7	Transmembrane emp24 domain-containing protein 5	Tmed5	5698
307970	236660	307420	230540	272710	273780	439310	389780	430950	292930	389810	419470	13	13	13	22.4	22.4	22.4	76.526	0	323.31	14	Q9CXF4	Q9CXF4	TBC1 domain family member 15	Tbc1d15	5699
12508	10122	10866	12098	11139	13460	12318	11978	12316	11519	9374.599609375	10008	6	6	6	18.9	18.9	18.9	57.23	0	12.134	5	Q9CXG3	Q9CXG3	Peptidyl-prolyl cis-trans isomerase-like 4	Ppil4	5700
818600	661010	835660	569610	590400	702880	978080	1168400	1036300	553840	989970	1134700	7	7	7	45.8	45.8	45.8	20.373	0	39.523	16	Q9CXI5	Q9CXI5	Mesencephalic astrocyte-derived neurotrophic factor	Manf	5701
54385	58053	60113	51136	59634	57212	81914	69708	74925	56871	84696	73006	4	4	4	6.9	6.9	6.9	58.326	0	17.541	5	Q9CXJ1	Q9CXJ1	Probable glutamate--tRNA ligase, mitochondrial	Ears2	5702
10563	9956.2998046875	13003	9655.2998046875	10709	10682	14249	13707	13938	10853	11624	13230	2	2	2	4.9	4.9	4.9	77.999	0	4.1276	2	Q9CXJ4	Q9CXJ4	ATP-binding cassette sub-family B member 8, mitochondrial	Abcb8	5703
13703	12678	13458	23099	15434	17253	18314	14975	20699	25980	21269	22842	1	1	1	11.1	11.1	11.1	20.451	0.0010839	2.851	1	Q9CXK8	Q9CXK8	60S ribosome subunit biogenesis protein NIP7 homolog	Nip7	5704
42742	35159	44958	31727	44914	29861	51365	49298	43629	46058	41410	48048	8	8	8	10.2	10.2	10.2	137.32	0	323.31	6	Q9CXK9;Q9CXK9-2	Q9CXK9	RNA-binding protein 33	Rbm33	5705
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.1	5.1	5.1	17.495	0.0095805	1.8664	0	Q9CXL1	Q9CXL1	Transmembrane protein 50A	Tmem50a	5706
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	19	19	19	22.168	0	323.31	0	Q9CXL3	Q9CXL3	Uncharacterized protein C7orf50 homolog		5707
511.920013427734	NaN	995.570007324219	NaN	804.219970703125	1005.59997558594	869.640014648438	1275.19995117188	1486.59997558594	1668.69995117188	NaN	1308	2	2	2	8.3	8.3	8.3	31.983	0	3.7206	3	Q9CXN7;Q9DCG6	Q9CXN7;Q9DCG6	Phenazine biosynthesis-like domain-containing protein 2;Phenazine biosynthesis-like domain-containing protein 1	Pbld2;Pbld1	5708
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	35.3	35.3	35.3	7.2293	0	70.031	1	Q9CXP8	Q9CXP8	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	Gng10	5709
47165	20544	44830	30063	32785	28157	43705	53608	45929	33729	33586	44907	4	4	4	10.7	10.7	10.7	38.167	0	10.966	7	Q9CXR1	Q9CXR1	Dehydrogenase/reductase SDR family member 7	Dhrs7	5710
164860	203240	290390	105250	167170	192690	249780	375900	353230	200770	248280	441140	4	4	4	30.2	30.2	30.2	27.541	0	57.605	7	Q9CXS4;Q9CXS4-2	Q9CXS4;Q9CXS4-2	Centromere protein V	Cenpv	5711
404880	466040	449850	362240	397410	462060	709840	586100	642250	462890	686930	666830	10	10	10	30.3	30.3	30.3	54.614	0	79.876	15	Q9CXT8	Q9CXT8	Mitochondrial-processing peptidase subunit beta	Pmpcb	5712
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	25.2	25.2	25.2	15.771	0	323.31	4	Q9CXU1	Q9CXU1	Mediator of RNA polymerase II transcription subunit 31	Med31	5713
4466.39990234375	3065.80004882813	5066.10009765625	5516	6442.39990234375	4391.5	5711.2998046875	6324.89990234375	5030.5	6352.89990234375	5503.2001953125	4377	2	2	2	8.4	8.4	8.4	27.578	0.00031437	3.1425	2	Q9CXV9	Q9CXV9	DCN1-like protein 5	Dcun1d5	5714
46231	35840	52041	20286	38370	36350	68311	64962	56657	51410	66768	70527	3	3	3	11.4	11.4	11.4	41.192	0.00062598	3.0758	5	Q9CXW2	Q9CXW2	28S ribosomal protein S22, mitochondrial	Mrps22	5715
289840	244100	226970	229480	220180	236740	292470	302640	255860	219360	281420	293610	8	8	8	31.4	31.4	31.4	26.51	0	14.285	10	Q9CXW3	Q9CXW3	Calcyclin-binding protein	Cacybp	5716
1967600	1194800	1654000	1401200	1682000	1376800	1943400	1764100	1959800	1763100	2054000	2055300	8	8	7	34.3	34.3	32.6	20.252	0	12.058	13	Q9CXW4	Q9CXW4	60S ribosomal protein L11	Rpl11	5717
1072300	835150	934420	816180	890090	772590	1062900	1144100	1143700	891540	987750	1388200	9	9	9	25.9	25.9	25.9	43.062	0	145.99	14	Q9CXY6	Q9CXY6	Interleukin enhancer-binding factor 2	Ilf2	5718
53540	39186	64129	56910	68520	68153	69820	63516	41845	67003	50698	43517	2	2	2	8.6	8.6	8.6	44.895	0	18.035	3	Q9CXY9	Q9CXY9	GPI-anchor transamidase	Pigk	5719
